ID,Reference,Reference nb,Test unit name,Cyclic / Monotonic,Cycles,Lab / In-situ,Stone masonry typology,Joints,Leaves,Stone,H [mm],L [mm],t [mm],H0 [mm],H0/H,fc [MPa],Type of compression test,Epc [MPa],Ecompr [MPa],Edyn [MPa],hb [mm],lb [mm],"fc,b [MPa]",Eb [MPa],"fc,m  [MPa]",Em [MPa],"?0,pc [MPa]","?0,tot /fc",dcr [%],Vcr [kN],"dmax,+ [%]","Vmax,+ [kN]","dmax,- [%]","Vmax,- [kN]","dc,+ [%]","dc,- [%]","dy,+ [%]","dy,- [%]","du,+ [%]","Vu,+ [kN]","du,- [%]","Vu,- [kN]","Kel,+ [kN/mm]","Kel,- [kN/mm]","Keff,+ [kN/mm]","Keff,- [kN/mm]",?+,?-,From test report: Failure type,Failure type,HC,IT,SU,SJ,DU,QM,REL,IQMvert,IQMip,IQMoop,LMTvert [mm],HLVDT,"?0,tot [MPa]",Ntot [kN],Availability of F-? curve,Unretrofitted / Retrofitted,Comment,Drift at which the photo was taken [%],Drift at which the crack map was taken [%],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Almeida et al. (2014),13,IR6++,Cyclic,3,Laboratory,C,Air lime mortar,1,Granite,1800,1200,280,1950,1.08,3.16,1,270,220,390,200,400,67.5,19800,1.29,20,1.2,0.391,0.33,79.90,0.97,120.2,0.92,65.2,1,0.92,0.15,0.41,1.00,113.7,0.92,65.2,52.7,84.8,39.9,8.2,6.81,2.26,"F, TC",1,NR,R,PR,NR,PR,R,R,5,5.5,5.5,1540,NaN,1.236,415.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Vasconcelos (2005),1,WS.40,Monotonic,0,Laboratory,E1,Dry,1,Granite,1200,1000,200,1325,1.10,73.00,2,NaN,14700,NaN,150,200,69.2,20200,NaN,NaN,0.2,0.003,NaN,NaN,3.13,16.3,NaN,NaN,3.23,NaN,0.20,NaN,3.23,15.5,NaN,NaN,10.7,NaN,5.8,NaN,16.04,NaN,R,1,R,R,R,R,R,R,R,10,10,10,1600,NaN,0.224,44.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Vasconcelos (2005),1,WS.100,Monotonic,0,Laboratory,E1,Dry,1,Granite,1200,1000,200,1325,1.10,73.00,2,NaN,14700,NaN,150,200,69.2,20200,NaN,NaN,0.5,0.007,NaN,NaN,2.38,37.0,NaN,NaN,3.23,NaN,0.32,NaN,3.23,35.8,NaN,NaN,12.0,NaN,8.4,NaN,9.96,NaN,R,1,R,R,R,R,R,R,R,10,10,10,1600,NaN,0.524,104.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Vasconcelos (2005),1,WS.175,Monotonic,0,Laboratory,E1,Dry,1,Granite,1200,1000,200,1325,1.10,73.00,2,NaN,14700,NaN,150,200,69.2,20200,NaN,NaN,0.875,0.012,NaN,NaN,1.89,63.2,NaN,NaN,3.12,NaN,0.38,NaN,3.12,62.1,NaN,NaN,16.9,NaN,12.2,NaN,8.14,NaN,R,1,R,R,R,R,R,R,R,10,10,10,1600,NaN,0.899,179.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Vasconcelos (2005),1,WS.250,Monotonic,0,Laboratory,E1,Dry,1,Granite,1200,1000,200,1325,1.10,73.00,2,NaN,14700,NaN,150,200,69.2,20200,NaN,NaN,1.25,0.017,NaN,NaN,2.71,85.9,NaN,NaN,3.26,NaN,0.50,NaN,3.26,84.0,NaN,NaN,23.2,NaN,12.8,NaN,6.57,NaN,R,1,R,R,R,R,R,R,R,10,10,10,1600,NaN,1.274,254.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Krzan et al. (2015),14,test 1,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,1900,1.27,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.450,0.070,2.33,NaN,2.62,62.8,2.62,63.4,2.62,2.62,0.87,0.90,2.62,62.4,2.62,61.6,27.7,38.5,3.8,3.6,3.00,2.92,R,1,R,R,R,PR,R,R,R,9.5,9,9.5,0,NaN,0.420,168.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Krzan et al. (2015),14,test 2,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,1900,1.27,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.450,0.070,1.17,NaN,3.13,64.0,3.14,59.7,3.14,3.15,0.38,0.46,3.14,58.9,3.15,54.3,31.2,35.6,8.2,6.2,8.36,6.86,R,1,R,NR,R,PR,R,R,R,8.5,8,6.5,1360,NaN,0.420,168.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Krzan et al. (2015),14,test 3,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,750,0.50,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.450,0.070,0.50,NaN,1.66,85.7,1.55,90.8,1.67,1.66,0.58,0.86,1.67,84.0,1.66,90.8,49.4,38.2,9.7,7.1,2.88,1.93,"S, F",0.5,R,NR,R,PR,R,R,R,8.5,8,6.5,1480,NaN,0.420,168.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Krzan et al. (2015),14,test 4,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,750,0.50,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.450,0.070,0.50,NaN,1.99,128.6,1.98,111.1,1.99,1.99,1.11,1.10,1.99,127.9,1.99,109.8,26.9,31.8,7.7,6.7,1.79,1.80,"S, F",0.5,R,R,R,PR,R,R,R,9.5,9,9.5,1290,NaN,0.420,168.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Krzan et al. (2015),14,test 5,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,750,0.50,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.450,0.070,0.67,NaN,1.66,107.2,1.65,110.6,1.99,1.99,0.95,1.07,1.99,105.8,1.99,110.6,27.2,46.2,7.4,6.9,2.10,1.87,"S, F",0.5,R,NR,R,PR,R,R,R,8.5,8,6.5,1470,NaN,0.420,168.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Krzan et al. (2015),14,test 6,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,750,0.50,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.450,0.070,0.50,NaN,0.59,68.3,0.66,57.1,0.89,1.00,0.19,0.15,0.89,64.9,1.00,54.4,52.6,98.4,22.3,24.2,4.58,6.65,"S, F",0.5,R,R,R,PR,R,R,R,9.5,9,9.5,1310,NaN,0.420,168.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Krzan et al. (2015),14,test 7,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,750,0.50,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.938,0.152,0.20,NaN,0.99,130.1,0.99,128.0,1.31,1.32,0.41,0.37,1.31,126.7,1.32,122.5,84.2,133.4,20.6,22.3,3.20,3.62,S,0,R,R,R,PR,R,R,R,9.5,9,9.5,1320,NaN,0.908,363.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Krzan et al. (2015),14,test 8,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,750,0.50,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.938,0.152,0.33,NaN,0.99,126.7,0.99,116.4,1.49,1.49,0.52,0.38,1.49,123.0,1.49,112.0,57.9,81.9,15.9,19.9,2.89,3.97,S,0,R,NR,R,PR,R,R,R,8.5,8,6.5,1370,NaN,0.908,363.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Krzan et al. (2015),14,test 9,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,750,0.50,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.938,0.152,0.13,NaN,0.99,121.4,0.98,122.5,1.5,1.49,0.49,0.64,1.50,118.7,1.49,118.8,42.5,71.6,16.1,12.3,3.03,2.31,S,0,R,R,R,PR,R,R,R,9.5,9,9.5,1500,NaN,0.908,363.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Krzan et al. (2015),14,test 10,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,750,0.50,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.938,0.152,0.20,NaN,0.97,128.2,0.83,110.4,1.33,1.32,0.64,0.38,1.33,126.0,1.32,107.9,47.1,96.8,13.1,19.2,2.08,3.53,S,0,R,NR,R,PR,R,R,R,8.5,8,6.5,1260,NaN,0.908,363.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Krzan et al. (2015),14,test 11,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,1900,1.27,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.938,0.152,0.20,NaN,0.92,115.8,0.67,113.4,1.18,1.18,0.33,0.30,1.18,111.1,1.18,109.5,57.2,82.5,17.7,18.9,3.58,3.86,S,0,R,NR,R,PR,R,R,R,8.5,8,6.5,1240,NaN,0.908,363.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Krzan et al. (2015),14,test 12,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,1900,1.27,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.938,0.152,0.20,NaN,0.96,120.1,0.80,107.4,1.18,1.18,0.36,0.32,1.18,116.6,1.18,105.6,40.6,92.7,17.2,17.3,3.31,3.66,S,0,R,R,R,PR,R,R,R,9.5,9,9.5,1360,NaN,0.908,363.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Krzan et al. (2015),14,test 13,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,1900,1.27,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.938,0.152,0.50,NaN,1.04,124.2,0.66,121.1,1.04,1.05,0.34,0.29,1.04,119.7,1.05,119.1,54.7,150.4,18.5,21.6,3.07,3.61,S,0,R,R,R,PR,R,R,R,9.5,9,9.5,1320,NaN,0.908,363.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Krzan et al. (2015),14,test 14,Cyclic,3,Laboratory,E,Air lime mortar,3,Dolomite,1500,1000,400,1900,1.27,5.99,1,NaN,737,NaN,100,250,171,NaN,2.15,NaN,0.938,0.152,0.33,NaN,1.18,124.8,1.56,121.8,1.83,1.82,0.39,0.37,1.83,119.3,1.82,117.3,59.9,124.6,15.9,16.6,4.64,4.89,"S, F",0.5,R,NR,R,PR,R,R,R,8.5,8,6.5,1240,NaN,0.908,363.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Silva et al. (2012),15,PA1NR,Cyclic,2,Laboratory,C,Clay mortar,2,Granite,1600,1600,600,1525,0.95,4.15,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.052,0.020,NaN,NaN,0.75,35.7,0.81,38.1,0.87,0.87,0.39,0.54,0.87,34.2,0.87,38.1,7.7,10.4,5.5,4.4,2.25,1.62,"S, F",0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.084,80.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Faella et al. (1992),16,T1-1,Cyclic,2,Laboratory,D,Cement mortar,3,Tuff,1250,1300,500,625,0.50,2.85,3,NaN,NaN,NaN,NaN,NaN,3.5,NaN,2.5,NaN,0.200,0.079,NaN,NaN,0.26,65.4,0.29,82.3,0.79,0.79,0.08,0.12,0.66,60.2,0.75,76.5,73.1,66.5,62.3,52.1,8.60,6.34,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.225,146.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Faella et al. (1992),16,T1-2,Cyclic,2,Laboratory,D,Cement mortar,3,Tuff,1250,1300,500,625,0.50,2.85,3,NaN,NaN,NaN,NaN,NaN,3.5,NaN,2.5,NaN,0.200,0.079,NaN,NaN,0.28,70.1,0.32,83.3,0.72,0.72,0.12,0.11,0.72,66.6,0.72,79.9,62.1,77.2,45.3,55.7,6.15,6.30,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.225,146.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Faella et al. (1992),16,T1-3,Cyclic,2,Laboratory,D,Cement mortar,3,Tuff,1250,1300,500,625,0.50,2.85,3,NaN,NaN,NaN,NaN,NaN,3.5,NaN,2.5,NaN,0.500,0.184,NaN,NaN,0.28,119.3,0.32,107.4,0.57,0.53,0.11,0.12,0.50,113.0,0.53,103.3,102.3,80.7,81.6,68.5,4.54,4.37,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.525,341.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Faella et al. (1992),16,T1-4,Cyclic,2,Laboratory,D,Cement mortar,3,Tuff,1250,1300,500,625,0.50,2.85,3,NaN,NaN,NaN,NaN,NaN,3.5,NaN,2.5,NaN,0.500,0.184,NaN,NaN,0.32,124.3,0.36,103.6,0.61,0.60,0.15,0.13,0.61,119.6,0.60,99.8,85.4,79.1,65.4,61.6,4.14,4.67,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.525,341.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Faella et al. (1992),16,T2-1,Cyclic,2,Laboratory,D,Cement mortar,3,Tuff,1250,1300,500,625,0.50,2.85,3,NaN,NaN,NaN,NaN,NaN,3.5,NaN,2.5,NaN,0.200,0.079,NaN,NaN,0.24,102.4,0.20,67.0,0.56,0.56,0.11,0.07,0.56,97.3,0.48,61.9,85.1,78.4,69.1,67.0,5.01,6.55,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.225,146.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Faella et al. (1992),16,T2-2,Cyclic,2,Laboratory,D,Cement mortar,3,Tuff,1250,1300,500,625,0.5,2.85,3,NaN,NaN,NaN,NaN,NaN,3.5,NaN,2.5,NaN,0.5,0.184210526,NaN,NaN,0.33,165.3,0.2,136.8,0.61,0.6,0.15,0.09,0.61,156.9,0.6,127.4,102.3,130.4,83.7,109.1,4.06,6.45,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.525,341.25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Rezaie et al. (2020),17,RS1,Cyclic,2,Laboratory,A,Hydraulic lime mortar,3,Limestone,1600,1600,400,800,0.5,0.76,1,NaN,1016,NaN,100,300,NaN,NaN,3.83,317,0.08,0.147368421,0.04,NaN,0.09,43.8,0.19,40.6,0.99,1.18,0.03,0.06,0.17,40.73,0.34,37.76,87.64,47.77,84.86,39.33,5.67,5.67,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.112,71.68,1,0,,,"[-0.26,-0.33,0.37,0.48]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Rezaie et al. (2020),17,RS2,Cyclic,2,Laboratory,A,Hydraulic lime mortar,3,Limestone,1600,1600,400,800,0.5,0.76,1,NaN,2114,NaN,100,300,NaN,NaN,4.28,337,0.21,0.318421053,0.04,NaN,0.12,66.7,0.12,61.9,0.32,0.42,0.03,0.02,0.23,61.36,0.18,56.95,187.28,182.00,127.84,177.96,7.67,9.00,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.242,154.88,1,0,,,"[0.12,-0.17,-0.26,0.32]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Rezaie et al. (2020),17,RS3,Cyclic,2,Laboratory,A,Hydraulic lime mortar,3,Limestone,1600,1600,400,800,0.5,0.76,1,NaN,1187,NaN,100,300,NaN,NaN,5.17,407,0.15,0.239473684,0.08,NaN,0.16,54.3,0.16,51.8,1.17,0.84,0.06,0.03,0.32,50.50,0.28,48.17,102.44,102.00,52.60,100.36,5.33,9.33,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.182,116.48,1,0,,,"[0.16,-0.08,-0.13,0.56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Rezaie et al. (2020),17,RS4,Cyclic,2,Laboratory,A,Hydraulic lime mortar,3,Limestone,1600,1600,400,1600,1,0.76,1,NaN,647,NaN,100,300,NaN,NaN,4.79,390,0.21,0.318421053,0.09,NaN,0.24,57.8,0.22,56.6,0.76,0.48,0.12,0.08,0.41,53.75,0.47,52.64,34.33,42.43,28.00,41.12,3.42,5.88,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.242,154.88,1,0,,,"[0.24,0.38,-0.36,0.44]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Rezaie et al. (2020),17,RS5,Cyclic,2,Laboratory,A,Hydraulic lime mortar,3,Limestone,1600,1600,400,2400,1.5,0.76,1,NaN,839,NaN,100,300,NaN,NaN,4.11,386,0.21,0.318421053,0.06,NaN,126,45.4,0.84,42.5,1.66,1.57,0.12,0.1,1.66,43.58,1.57,40.80,31.44,29.52,22.70,25.50,13.83,15.70,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.242,154.88,1,0,transition from a flexure-dominated to a shear-dominated response.,,"[-1.27,1.66,1.30,1.53]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Rezaie et al. (2020),17,RS6,Cyclic,2,Laboratory,A,Hydraulic lime mortar,3,Limestone,1600,1600,400,1600,1,0.76,1,NaN,436,NaN,100,300,NaN,NaN,5.05,413,0.15,0.239473684,0.04,NaN,0.53,48.3,0.52,49.3,1.15,1.11,0.13,0.15,0.73,45.40,0.81,46.34,25.22,28.09,21.83,19.31,5.62,5.40,S,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.182,116.48,1,0,,,"[0.17,0.50,0.51,-0.30]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
