Test unit,R4
Reference,Mazzon (2010)
-0.18,-20.8,-0.014
-0.21,-21.6,-0.016
-0.23,-22.3,-0.018
-0.26,-23.4,-0.02
-0.3,-25.2,-0.023
-0.34,-27.1,-0.027
-0.38,-28.8,-0.029
-0.43,-30.3,-0.034
-0.48,-31.5,-0.037
-0.52,-32.6,-0.04
-0.56,-33.7,-0.044
-0.61,-34.9,-0.047
-0.64,-36.1,-0.05
-0.69,-37.3,-0.054
-0.73,-38.4,-0.057
-0.77,-39.5,-0.06
-0.82,-40.5,-0.063
-0.85,-41.4,-0.066
-0.89,-42.2,-0.069
-0.93,-43.2,-0.072
-0.97,-44.2,-0.075
-1.01,-45.1,-0.078
-1.03,-45.9,-0.08
-1.06,-46.7,-0.083
-1.11,-47.5,-0.087
-1.16,-48.4,-0.091
-1.21,-49.1,-0.094
-1.25,-49.8,-0.097
-1.29,-50.4,-0.1
-1.32,-51.1,-0.102
-1.36,-51.8,-0.106
-1.4,-52.5,-0.109
-1.44,-53.2,-0.112
-1.48,-53.8,-0.115
-1.51,-54.3,-0.118
-1.55,-54.8,-0.12
-1.59,-55.4,-0.123
-1.63,-56,-0.127
-1.66,-56.5,-0.129
-1.69,-57,-0.131
-1.72,-57.4,-0.134
-1.76,-57.8,-0.137
-1.81,-58.3,-0.141
-1.85,-58.8,-0.144
-1.89,-59.3,-0.147
-1.92,-59.6,-0.149
-1.96,-60,-0.152
-1.99,-60.4,-0.155
-2.02,-60.7,-0.157
-2.05,-61.1,-0.159
-2.08,-61.4,-0.162
-2.11,-61.7,-0.164
-2.14,-62.1,-0.167
-2.18,-62.4,-0.17
-2.21,-62.7,-0.172
-2.23,-62.9,-0.173
-2.25,-63.2,-0.175
-2.28,-63.4,-0.177
-2.31,-63.7,-0.18
-2.34,-64,-0.182
-2.38,-64.3,-0.185
-2.41,-64.5,-0.187
-2.43,-64.7,-0.189
-2.45,-64.8,-0.19
-2.47,-65.1,-0.192
-2.5,-65.3,-0.195
-2.53,-65.5,-0.196
-2.55,-65.5,-0.198
-2.57,-65.7,-0.199
-2.59,-65.9,-0.201
-2.61,-66.1,-0.203
-2.63,-66.2,-0.205
-2.64,-66.3,-0.205
-2.66,-66.4,-0.207
-2.68,-66.5,-0.209
-2.71,-66.6,-0.21
-2.73,-66.7,-0.212
-2.74,-66.7,-0.213
-2.76,-66.8,-0.214
-2.76,-66.8,-0.215
-2.78,-67,-0.216
-2.8,-67,-0.217
-2.81,-66.9,-0.218
-2.81,-66.9,-0.219
-2.82,-67,-0.219
-2.84,-67.2,-0.221
-2.85,-67.2,-0.221
-2.86,-67.2,-0.222
-2.86,-67.3,-0.223
-2.86,-67.2,-0.222
-2.87,-67,-0.223
-2.88,-67.2,-0.224
-2.9,-67.2,-0.225
-2.9,-67.2,-0.226
-2.91,-67.2,-0.226
-2.91,-67.1,-0.227
-2.91,-67.1,-0.227
-2.91,-67,-0.227
-2.91,-67,-0.227
-2.92,-67,-0.227
-2.92,-67.1,-0.227
-2.92,-67,-0.227
-2.92,-66.7,-0.227
-2.92,-66,-0.227
-2.92,-65.1,-0.227
-2.91,-64.2,-0.226
-2.9,-63.7,-0.226
-2.9,-63.4,-0.226
-2.91,-62.9,-0.226
-2.91,-62.6,-0.226
-2.9,-62.1,-0.226
-2.89,-61.7,-0.225
-2.88,-61.5,-0.224
-2.87,-61.3,-0.223
-2.86,-61,-0.222
-2.84,-60.8,-0.221
-2.83,-60.6,-0.22
-2.82,-60.5,-0.219
-2.81,-60.4,-0.218
-2.8,-60.2,-0.218
-2.78,-59.8,-0.216
-2.76,-59.6,-0.214
-2.73,-59.4,-0.212
-2.72,-59.3,-0.212
-2.72,-59.2,-0.212
-2.71,-58.9,-0.211
-2.69,-58.5,-0.209
-2.67,-58.1,-0.207
-2.65,-58,-0.206
-2.63,-57.8,-0.205
-2.61,-57.5,-0.203
-2.59,-57.1,-0.201
-2.56,-56.7,-0.199
-2.54,-56.4,-0.197
-2.52,-56.2,-0.196
-2.5,-55.8,-0.194
-2.47,-55.4,-0.192
-2.44,-55,-0.19
-2.41,-54.8,-0.187
-2.38,-54.3,-0.185
-2.36,-53.8,-0.183
-2.33,-53.3,-0.181
-2.31,-53,-0.179
-2.29,-52.7,-0.178
-2.26,-52.2,-0.176
-2.23,-51.7,-0.173
-2.19,-51.1,-0.17
-2.16,-50.7,-0.168
-2.14,-50.3,-0.166
-2.1,-49.7,-0.163
-2.06,-49,-0.16
-2.03,-48.5,-0.158
-2,-48,-0.155
-1.97,-47.4,-0.153
-1.94,-47,-0.151
-1.89,-46.3,-0.147
-1.86,-45.4,-0.144
-1.82,-44.4,-0.141
-1.78,-43.8,-0.139
-1.76,-43.3,-0.137
-1.73,-42.6,-0.134
-1.69,-41.7,-0.131
-1.65,-40.9,-0.128
-1.62,-40.1,-0.126
-1.58,-39.2,-0.123
-1.54,-38.2,-0.119
-1.49,-37.2,-0.116
-1.46,-36.3,-0.113
-1.42,-35.5,-0.11
-1.38,-34.4,-0.107
-1.33,-33.1,-0.104
-1.28,-32,-0.1
-1.24,-31.2,-0.096
-1.21,-30.3,-0.094
-1.18,-29.2,-0.092
-1.15,-27.8,-0.089
-1.11,-26.5,-0.086
-1.07,-25.2,-0.083
-1.04,-23.8,-0.081
-1,-22.5,-0.078
-0.96,-20.9,-0.075
-0.92,-19.3,-0.071
-0.88,-17.7,-0.069
-0.85,-16.2,-0.066
-0.81,-14.7,-0.063
-0.78,-13.1,-0.06
-0.74,-11.5,-0.057
-0.7,-9.7,-0.054
-0.65,-7.9,-0.05
-0.61,-6.2,-0.047
-0.58,-4.7,-0.045
-0.56,-3.2,-0.043
-0.53,-1.7,-0.042
-0.51,-0.7,-0.04
-0.5,-0.3,-0.038
-0.49,-0.1,-0.038
-0.47,0.5,-0.037
-0.45,2,-0.035
-0.38,6,-0.03
-0.27,11.8,-0.021
-0.17,16.5,-0.013
-0.09,19.2,-0.007
-0.06,20.4,-0.004
-0.04,20.7,-0.003
-0.02,21.7,-0.001
0.03,23.7,0.002
0.07,26.3,0.006
0.11,28.8,0.009
0.14,30.5,0.011
0.17,32.1,0.013
0.2,33.8,0.016
0.24,35.4,0.019
0.28,37.3,0.022
0.32,39.1,0.025
0.36,40.6,0.028
0.41,42.2,0.032
0.45,43.6,0.035
0.48,44.9,0.038
0.52,46.4,0.041
0.57,47.7,0.044
0.6,48.8,0.047
0.65,49.9,0.05
0.69,51.1,0.054
0.72,52.4,0.056
0.75,53.6,0.058
0.79,54.6,0.061
0.82,55.4,0.064
0.86,56.5,0.067
0.91,57.6,0.07
0.95,58.3,0.074
0.98,58.9,0.076
1.01,59.6,0.078
1.05,60.5,0.081
1.09,61.3,0.085
1.13,61.9,0.088
1.16,62.3,0.09
1.19,62.8,0.093
1.23,63.6,0.096
1.29,64.4,0.1
1.33,65.1,0.104
1.36,65.6,0.106
1.39,65.9,0.108
1.42,66.2,0.11
1.45,66.6,0.113
1.48,67.2,0.115
1.52,67.7,0.118
1.56,68.1,0.121
1.59,68.2,0.124
1.61,68.4,0.125
1.64,68.8,0.128
1.67,69.2,0.13
1.7,69.7,0.132
1.74,70,0.135
1.77,70.2,0.138
1.81,70.5,0.141
1.85,70.8,0.144
1.88,71.2,0.146
1.9,71.4,0.148
1.92,71.3,0.15
1.94,71.4,0.151
1.96,71.8,0.153
2,72.1,0.155
2.03,72.3,0.158
2.05,72.3,0.159
2.07,72.4,0.161
2.09,72.5,0.162
2.11,72.9,0.164
2.14,73.2,0.167
2.17,73.3,0.169
2.19,73.2,0.17
2.2,73.2,0.171
2.24,73.5,0.174
2.26,73.7,0.176
2.27,73.7,0.177
2.28,73.9,0.177
2.3,74,0.179
2.32,74.1,0.18
2.34,74.2,0.182
2.36,74.4,0.183
2.37,74.3,0.184
2.38,74.3,0.185
2.39,74.4,0.186
2.41,74.6,0.187
2.43,74.8,0.189
2.45,74.8,0.19
2.46,74.6,0.191
2.46,74.5,0.191
2.48,74.7,0.193
2.5,74.8,0.194
2.5,74.9,0.195
2.51,74.8,0.195
2.51,74.8,0.195
2.51,74.9,0.195
2.52,74.9,0.196
2.52,74.9,0.196
2.53,74.9,0.197
2.54,74.9,0.197
2.54,75,0.198
2.55,75,0.198
2.55,74.8,0.198
2.55,74.6,0.198
2.55,74.4,0.198
2.55,74.1,0.199
2.55,74.1,0.199
2.57,73.9,0.2
2.57,73.6,0.2
2.56,73.4,0.199
2.56,73.3,0.199
2.55,72.8,0.198
2.55,72.4,0.199
2.55,71.8,0.198
2.55,71.3,0.198
2.55,70.5,0.198
2.54,69.9,0.197
2.51,69.6,0.195
2.49,69.5,0.194
2.49,69.8,0.193
2.49,69.9,0.193
2.48,69.9,0.193
2.47,69.2,0.192
2.45,68.8,0.19
2.45,69.1,0.19
2.44,69.3,0.19
2.43,69,0.189
2.4,68.3,0.187
2.37,67.9,0.184
2.36,68,0.183
2.35,68,0.183
2.34,67.7,0.182
2.32,67.3,0.18
2.29,66.9,0.178
2.27,66.8,0.176
2.26,66.9,0.176
2.24,66.5,0.175
2.22,66,0.172
2.19,65.8,0.17
2.18,65.7,0.169
2.17,65.4,0.169
2.15,64.9,0.167
2.12,64.5,0.165
2.09,64.2,0.162
2.06,63.9,0.16
2.03,63.4,0.158
2,62.8,0.155
1.97,62.6,0.153
1.95,62.2,0.152
1.92,61.8,0.15
1.9,61.3,0.148
1.87,60.8,0.145
1.84,60.3,0.143
1.81,59.8,0.141
1.78,59.1,0.139
1.75,58.4,0.136
1.72,57.8,0.134
1.7,57,0.132
1.67,56.3,0.13
1.63,55.7,0.127
1.59,55,0.124
1.56,54.1,0.121
1.52,53.2,0.118
1.49,52.4,0.116
1.46,51.7,0.114
1.43,50.8,0.111
1.4,49.8,0.109
1.36,48.7,0.106
1.33,47.5,0.103
1.29,46.4,0.101
1.26,45.3,0.098
1.23,44.2,0.095
1.2,43.1,0.093
1.17,41.7,0.091
1.14,40.2,0.088
1.09,38.5,0.085
1.05,36.9,0.082
1.01,35.5,0.079
0.98,34.2,0.076
0.95,32.7,0.074
0.91,31.1,0.071
0.88,29.4,0.068
0.84,27.8,0.065
0.8,26.1,0.062
0.77,24.3,0.059
0.73,22.7,0.057
0.7,21,0.054
0.66,19.1,0.051
0.62,17.1,0.048
0.58,15.4,0.045
0.57,13.9,0.044
0.53,12.1,0.041
0.49,10.3,0.038
0.45,8.2,0.035
0.41,6.3,0.032
0.37,4.6,0.029
0.34,3.1,0.026
0.31,1.8,0.024
0.28,0.9,0.022
0.26,0.4,0.02
0.25,-0.2,0.019
0.24,-0.5,0.019
0.23,-1.3,0.018
0.19,-3.9,0.015
0.13,-6.9,0.01
0.04,-11.6,0.003
-0.07,-16.6,-0.006
-0.14,-19.6,-0.011
-0.19,-20.7,-0.015
-0.22,-21.3,-0.017
-0.25,-22.1,-0.019
-0.28,-23.6,-0.022
-0.33,-25.4,-0.025
-0.37,-27.2,-0.029
-0.42,-28.7,-0.033
-0.46,-29.9,-0.036
-0.5,-31.1,-0.039
-0.54,-32.3,-0.042
-0.58,-33.5,-0.045
-0.63,-34.6,-0.049
-0.67,-35.7,-0.052
-0.71,-36.9,-0.055
-0.75,-38,-0.059
-0.78,-39,-0.061
-0.81,-39.8,-0.063
-0.86,-40.7,-0.067
-0.9,-41.6,-0.07
-0.95,-42.5,-0.074
-0.99,-43.4,-0.077
-1.03,-44.3,-0.08
-1.07,-45,-0.083
-1.1,-45.8,-0.086
-1.15,-46.6,-0.089
-1.19,-47.5,-0.092
-1.23,-48.1,-0.096
-1.27,-48.8,-0.098
-1.31,-49.5,-0.102
-1.35,-50.2,-0.105
-1.39,-50.8,-0.108
-1.42,-51.4,-0.111
-1.45,-52.1,-0.113
-1.49,-52.6,-0.116
-1.53,-53.2,-0.119
-1.58,-53.7,-0.123
-1.62,-54.3,-0.126
-1.66,-54.8,-0.129
-1.7,-55.3,-0.132
-1.73,-55.7,-0.135
-1.76,-56.2,-0.137
-1.8,-56.7,-0.14
-1.84,-57.1,-0.143
-1.87,-57.6,-0.146
-1.91,-58,-0.149
-1.95,-58.4,-0.151
-1.98,-58.7,-0.154
-2.01,-59,-0.156
-2.03,-59.3,-0.157
-2.05,-59.7,-0.16
-2.1,-60.1,-0.163
-2.14,-60.4,-0.166
-2.17,-60.7,-0.169
-2.2,-61,-0.171
-2.23,-61.4,-0.174
-2.26,-61.6,-0.176
-2.28,-61.9,-0.178
-2.31,-62.2,-0.18
-2.34,-62.4,-0.182
-2.37,-62.7,-0.184
-2.39,-62.9,-0.186
-2.41,-63.1,-0.188
-2.44,-63.4,-0.19
-2.47,-63.6,-0.192
-2.49,-63.8,-0.194
-2.5,-63.9,-0.194
-2.51,-64.1,-0.195
-2.55,-64.4,-0.198
-2.58,-64.6,-0.201
-2.61,-64.9,-0.203
-2.63,-64.9,-0.205
-2.65,-65,-0.206
-2.67,-65.2,-0.207
-2.69,-65.4,-0.209
-2.7,-65.5,-0.21
-2.72,-65.6,-0.211
-2.73,-65.7,-0.213
-2.75,-65.8,-0.214
-2.76,-65.9,-0.215
-2.78,-66.1,-0.216
-2.79,-66.1,-0.217
-2.8,-66.2,-0.218
-2.8,-66.3,-0.218
-2.82,-66.1,-0.219
-2.82,-66.1,-0.22
-2.84,-66.4,-0.221
-2.86,-66.6,-0.223
-2.87,-66.6,-0.224
-2.88,-66.5,-0.224
-2.89,-66.7,-0.225
-2.89,-66.7,-0.225
-2.9,-66.7,-0.226
-2.91,-66.7,-0.226
-2.91,-66.6,-0.226
-2.91,-66.7,-0.226
-2.92,-66.7,-0.227
-2.92,-66.7,-0.227
-2.92,-66.3,-0.227
-2.91,-65.8,-0.226
-2.91,-65.6,-0.226
-2.91,-65.5,-0.227
-2.92,-65.5,-0.227
-2.92,-65.4,-0.227
-2.93,-64.9,-0.228
-2.92,-64.5,-0.227
-2.92,-64.1,-0.227
-2.92,-63.6,-0.227
-2.91,-63.1,-0.226
-2.9,-62.7,-0.226
-2.9,-62.3,-0.225
-2.89,-61.9,-0.225
-2.88,-61.6,-0.224
-2.87,-61.4,-0.223
-2.86,-61.1,-0.222
-2.84,-60.8,-0.221
-2.82,-60.7,-0.219
-2.81,-60.4,-0.219
-2.81,-60.2,-0.218
-2.8,-60.1,-0.218
-2.79,-59.8,-0.217
-2.77,-59.6,-0.215
-2.75,-59.3,-0.214
-2.73,-59.1,-0.213
-2.72,-59,-0.212
-2.71,-58.8,-0.211
-2.69,-58.3,-0.209
-2.66,-58,-0.207
-2.65,-58,-0.206
-2.63,-57.7,-0.205
-2.61,-57.3,-0.203
-2.58,-56.9,-0.201
-2.55,-56.6,-0.198
-2.52,-56.3,-0.196
-2.51,-56,-0.195
-2.49,-55.6,-0.194
-2.47,-55.1,-0.192
-2.44,-54.8,-0.19
-2.42,-54.7,-0.188
-2.4,-54.2,-0.187
-2.37,-53.7,-0.184
-2.34,-53.2,-0.182
-2.31,-52.9,-0.18
-2.29,-52.6,-0.178
-2.26,-52.1,-0.176
-2.22,-51.5,-0.173
-2.19,-51.1,-0.171
-2.17,-50.7,-0.169
-2.14,-50.2,-0.166
-2.09,-49.5,-0.162
-2.05,-48.8,-0.159
-2.03,-48.4,-0.158
-2.01,-47.9,-0.156
-1.98,-47.3,-0.154
-1.95,-46.7,-0.152
-1.91,-46,-0.149
-1.87,-45.2,-0.146
-1.84,-44.5,-0.143
-1.8,-43.9,-0.14
-1.77,-43.2,-0.138
-1.73,-42.3,-0.135
-1.69,-41.4,-0.132
-1.66,-40.8,-0.129
-1.63,-40,-0.126
-1.59,-38.9,-0.123
-1.53,-37.9,-0.119
-1.48,-37,-0.115
-1.46,-36.2,-0.113
-1.42,-35.3,-0.111
-1.39,-34.3,-0.108
-1.35,-33.1,-0.105
-1.31,-31.9,-0.102
-1.26,-30.8,-0.098
-1.23,-29.9,-0.096
-1.19,-28.8,-0.093
-1.16,-27.7,-0.09
-1.12,-26.4,-0.087
-1.08,-24.9,-0.084
-1.04,-23.5,-0.081
-1.01,-22.2,-0.078
-0.97,-21.1,-0.076
-0.94,-19.7,-0.073
-0.89,-18,-0.069
-0.85,-16.4,-0.066
-0.82,-15,-0.064
-0.79,-13.5,-0.062
-0.76,-11.7,-0.059
-0.72,-9.9,-0.056
-0.67,-8,-0.052
-0.63,-6.2,-0.049
-0.6,-4.7,-0.047
-0.57,-3.2,-0.044
-0.54,-1.7,-0.042
-0.51,-0.7,-0.04
-0.5,-0.4,-0.039
-0.49,-0.1,-0.038
-0.48,0.4,-0.037
-0.46,1.7,-0.036
-0.39,5.4,-0.03
-0.27,11,-0.021
-0.17,15.8,-0.013
-0.1,18.7,-0.008
-0.06,20,-0.005
-0.05,20.3,-0.004
-0.03,21.2,-0.003
0,23.2,0
0.05,25.7,0.004
0.1,27.9,0.008
0.13,29.7,0.01
0.16,31.4,0.012
0.19,33,0.015
0.23,34.6,0.018
0.27,36.3,0.021
0.31,38.1,0.024
0.35,39.7,0.027
0.41,41.4,0.032
0.46,43,0.036
0.49,44.3,0.038
0.52,45.7,0.041
0.56,47.2,0.044
0.6,48.3,0.047
0.63,49.4,0.049
0.67,50.5,0.052
0.71,51.7,0.055
0.74,52.9,0.058
0.78,53.8,0.061
0.82,54.8,0.064
0.86,55.8,0.067
0.89,56.7,0.07
0.93,57.5,0.072
0.97,58.1,0.075
1,58.8,0.078
1.05,59.7,0.082
1.09,60.6,0.085
1.13,61.5,0.088
1.16,62,0.09
1.19,62.4,0.092
1.22,63,0.095
1.26,63.7,0.098
1.31,64.4,0.102
1.35,64.9,0.105
1.37,65.2,0.107
1.4,65.5,0.109
1.44,66.1,0.112
1.48,66.8,0.115
1.52,67.2,0.118
1.55,67.5,0.12
1.58,67.9,0.123
1.62,68.3,0.126
1.66,68.6,0.129
1.68,68.8,0.131
1.7,69.1,0.132
1.73,69.5,0.135
1.76,69.8,0.137
1.8,70.1,0.14
1.83,70.4,0.142
1.86,70.7,0.145
1.89,70.9,0.147
1.91,71,0.149
1.94,71.2,0.151
1.97,71.5,0.153
2,71.7,0.155
2.02,71.8,0.157
2.04,72,0.159
2.07,72.2,0.161
2.11,72.4,0.164
2.13,72.6,0.166
2.15,72.8,0.167
2.17,72.9,0.168
2.18,72.9,0.17
2.2,73.1,0.171
2.22,73.3,0.173
2.25,73.6,0.175
2.27,73.5,0.177
2.28,73.5,0.178
2.3,73.6,0.179
2.32,73.9,0.18
2.34,74,0.182
2.36,74,0.183
2.37,73.9,0.184
2.38,74.1,0.185
2.4,74.2,0.187
2.43,74.4,0.189
2.44,74.3,0.19
2.44,74.4,0.19
2.45,74.4,0.191
2.46,74.4,0.191
2.47,74.6,0.192
2.48,74.6,0.193
2.49,74.6,0.194
2.5,74.7,0.195
2.52,74.7,0.196
2.52,74.6,0.196
2.52,74.6,0.196
2.53,74.8,0.197
2.54,74.8,0.198
2.54,74.6,0.198
2.55,74.6,0.198
2.57,74.8,0.2
2.57,74.7,0.2
2.56,74.5,0.199
2.56,74.3,0.199
2.56,74,0.199
2.55,73.7,0.199
2.55,73.5,0.199
2.56,73.5,0.199
2.56,73.4,0.199
2.56,73.1,0.199
2.56,72.8,0.199
2.56,72.3,0.199
2.56,71.7,0.199
2.56,71.1,0.199
2.56,70.5,0.199
2.55,69.9,0.198
2.53,69.5,0.197
2.52,69.5,0.196
2.51,69.8,0.195
2.5,69.9,0.195
2.49,69.6,0.193
2.47,69.2,0.192
2.45,69.1,0.19
2.44,69,0.19
2.43,68.9,0.189
2.42,68.7,0.188
2.4,68.4,0.187
2.39,68.3,0.186
2.37,68.1,0.184
2.35,67.8,0.183
2.34,67.7,0.182
2.32,67.5,0.181
2.3,67.2,0.179
2.3,67,0.179
2.28,66.8,0.178
2.26,66.5,0.176
2.23,66.2,0.173
2.21,65.9,0.172
2.18,65.5,0.169
2.15,65.2,0.167
2.13,64.9,0.166
2.11,64.7,0.164
2.09,64.3,0.163
2.06,63.8,0.16
2.04,63.4,0.158
2.01,63,0.156
1.98,62.6,0.154
1.96,62.3,0.153
1.94,61.9,0.151
1.91,61.3,0.149
1.9,60.8,0.147
1.86,60.3,0.145
1.83,59.8,0.142
1.79,59,0.139
1.75,58.4,0.136
1.72,57.7,0.134
1.69,57.1,0.131
1.67,56.6,0.13
1.64,55.9,0.127
1.61,55.1,0.125
1.57,54.2,0.122
1.54,53.4,0.119
1.5,52.4,0.117
1.47,51.6,0.114
1.44,50.8,0.112
1.4,49.8,0.109
1.38,48.8,0.107
1.36,47.6,0.105
1.31,46.5,0.102
1.27,45.4,0.099
1.23,44.2,0.096
1.2,43.1,0.093
1.17,41.9,0.091
1.14,40.5,0.088
1.1,39,0.085
1.06,37.4,0.083
1.03,36,0.08
1,34.7,0.078
0.97,33.3,0.075
0.93,31.7,0.073
0.89,30,0.07
0.86,28.2,0.067
0.81,26.2,0.063
0.79,24.4,0.061
0.75,22.8,0.058
0.71,21.2,0.055
0.67,19.5,0.052
0.63,17.7,0.049
0.59,15.8,0.046
0.55,14,0.043
0.52,12.3,0.041
0.49,10.8,0.038
0.46,9,0.036
0.43,7,0.033
0.39,5.3,0.03
0.35,3.8,0.027
0.32,2.3,0.025
0.29,1.2,0.022
0.26,0.6,0.021
0.26,-0,0.02
0.25,-0.4,0.02
0.24,-0.8,0.019
0.21,-2.5,0.016
0.15,-5.5,0.012
0.08,-9.2,0.006
-0.04,-14.3,-0.003
-0.14,-18.2,-0.011
-0.2,-20.1,-0.015
-0.23,-20.9,-0.018
-0.25,-21.6,-0.019
-0.27,-22.6,-0.021
-0.31,-24.3,-0.024
-0.36,-26.3,-0.028
-0.41,-27.9,-0.032
-0.46,-29.2,-0.036
-0.5,-30.3,-0.039
-0.52,-31.3,-0.04
-0.55,-32.4,-0.043
-0.6,-33.6,-0.047
-0.65,-34.7,-0.05
-0.7,-36,-0.054
-0.75,-37.1,-0.058
-0.79,-38.1,-0.061
-0.82,-38.9,-0.064
-0.86,-39.8,-0.067
-0.9,-40.8,-0.07
-0.94,-41.7,-0.073
-0.98,-42.5,-0.076
-1.02,-43.3,-0.079
-1.05,-44.1,-0.082
-1.09,-45,-0.085
-1.13,-45.9,-0.088
-1.18,-46.8,-0.092
-1.2,-47.5,-0.094
-1.24,-48,-0.097
-1.28,-48.6,-0.1
-1.33,-49.4,-0.104
-1.38,-50.1,-0.107
-1.42,-50.8,-0.11
-1.46,-51.4,-0.113
-1.49,-51.9,-0.116
-1.53,-52.4,-0.119
-1.56,-53,-0.122
-1.61,-53.6,-0.125
-1.66,-54.3,-0.129
-1.7,-54.8,-0.132
-1.72,-55.1,-0.134
-1.75,-55.4,-0.136
-1.78,-56,-0.139
-1.82,-56.6,-0.141
-1.85,-57.1,-0.144
-1.89,-57.5,-0.147
-1.93,-57.8,-0.15
-1.97,-58.2,-0.153
-2,-58.6,-0.155
-2.03,-58.9,-0.158
-2.06,-59.3,-0.16
-2.09,-59.6,-0.163
-2.13,-60,-0.165
-2.16,-60.4,-0.168
-2.2,-60.7,-0.171
-2.22,-61,-0.173
-2.25,-61.2,-0.175
-2.27,-61.5,-0.176
-2.3,-61.8,-0.179
-2.33,-62.1,-0.181
-2.34,-62.3,-0.182
-2.36,-62.4,-0.184
-2.4,-62.8,-0.187
-2.44,-63.1,-0.189
-2.47,-63.3,-0.192
-2.48,-63.4,-0.193
-2.5,-63.7,-0.195
-2.53,-63.9,-0.197
-2.56,-64.2,-0.199
-2.58,-64.3,-0.2
-2.6,-64.4,-0.202
-2.62,-64.7,-0.204
-2.64,-64.9,-0.205
-2.66,-65,-0.207
-2.68,-65.1,-0.208
-2.69,-65.2,-0.209
-2.7,-65.3,-0.21
-2.71,-65.5,-0.21
-2.73,-65.6,-0.212
-2.75,-65.6,-0.214
-2.77,-65.7,-0.215
-2.79,-66,-0.217
-2.81,-66.1,-0.218
-2.81,-66,-0.219
-2.82,-66.1,-0.219
-2.83,-66.1,-0.22
-2.84,-66.4,-0.221
-2.86,-66.5,-0.222
-2.86,-66.3,-0.223
-2.86,-66.2,-0.223
-2.87,-66.2,-0.223
-2.88,-66.5,-0.224
-2.89,-66.6,-0.225
-2.88,-66.5,-0.224
-2.88,-66.6,-0.224
-2.9,-66.7,-0.226
-2.92,-66.7,-0.227
-2.92,-66.4,-0.227
-2.92,-66,-0.227
-2.92,-65.7,-0.227
-2.92,-65.7,-0.227
-2.92,-65.6,-0.227
-2.92,-65.4,-0.227
-2.92,-65.4,-0.227
-2.92,-65.3,-0.227
-2.92,-65,-0.227
-2.92,-64.6,-0.227
-2.92,-64,-0.227
-2.91,-63.4,-0.226
-2.9,-62.8,-0.225
-2.88,-62.4,-0.224
-2.88,-62,-0.224
-2.88,-61.6,-0.224
-2.86,-61.1,-0.223
-2.85,-60.9,-0.222
-2.84,-60.7,-0.221
-2.83,-60.6,-0.22
-2.82,-60.4,-0.22
-2.81,-60.1,-0.218
-2.79,-60,-0.217
-2.78,-59.7,-0.216
-2.77,-59.5,-0.215
-2.75,-59.4,-0.214
-2.74,-59.1,-0.213
-2.72,-58.9,-0.212
-2.71,-58.7,-0.21
-2.68,-58.4,-0.208
-2.65,-58,-0.206
-2.64,-57.8,-0.205
-2.62,-57.6,-0.204
-2.61,-57.3,-0.203
-2.59,-57,-0.201
-2.57,-56.7,-0.2
-2.54,-56.3,-0.198
-2.52,-56,-0.196
-2.5,-55.6,-0.194
-2.47,-55.3,-0.192
-2.45,-55,-0.191
-2.42,-54.4,-0.188
-2.39,-54,-0.186
-2.36,-53.8,-0.184
-2.34,-53.5,-0.182
-2.31,-53,-0.18
-2.27,-52.5,-0.176
-2.24,-52,-0.175
-2.22,-51.6,-0.173
-2.2,-51.1,-0.171
-2.17,-50.7,-0.169
-2.15,-50.1,-0.167
-2.11,-49.5,-0.164
-2.07,-48.9,-0.161
-2.04,-48.3,-0.159
-2.01,-47.8,-0.156
-1.98,-47.3,-0.154
-1.95,-46.7,-0.152
-1.92,-46.1,-0.149
-1.88,-45.3,-0.146
-1.84,-44.4,-0.143
-1.8,-43.7,-0.14
-1.76,-43.1,-0.137
-1.72,-42.4,-0.134
-1.69,-41.5,-0.131
-1.66,-40.7,-0.129
-1.63,-39.8,-0.126
-1.59,-38.9,-0.124
-1.55,-38,-0.121
-1.52,-37.2,-0.118
-1.48,-36.3,-0.115
-1.44,-35.4,-0.112
-1.4,-34.3,-0.109
-1.36,-33.1,-0.105
-1.31,-32,-0.102
-1.27,-30.9,-0.099
-1.24,-30,-0.096
-1.2,-29,-0.093
-1.16,-27.8,-0.09
-1.11,-26.5,-0.086
-1.07,-25,-0.083
-1.04,-23.5,-0.081
-1,-22.2,-0.078
-0.97,-20.9,-0.076
-0.94,-19.7,-0.073
-0.91,-18.3,-0.071
-0.87,-16.7,-0.068
-0.83,-15.1,-0.065
-0.79,-13.5,-0.062
-0.76,-11.8,-0.059
-0.72,-10,-0.056
-0.68,-8.4,-0.053
-0.64,-6.7,-0.05
-0.61,-5.1,-0.047
-0.58,-3.6,-0.045
-0.54,-2,-0.042
-0.5,-0.9,-0.039
-0.49,-0.4,-0.038
-0.49,-0.2,-0.038
-0.48,0.3,-0.037
-0.46,1.4,-0.036
-0.41,4.6,-0.032
-0.3,10.1,-0.023
-0.19,15,-0.015
-0.11,18,-0.009
-0.07,19.7,-0.005
-0.03,20.9,-0.003
0,22.6,0
0.05,25,0.004
0.1,27.9,0.008
0.16,30.7,0.012
0.21,33,0.016
0.26,35,0.02
0.31,37.1,0.024
0.36,39.4,0.028
0.41,41.6,0.032
0.47,43.7,0.036
0.52,45.5,0.04
0.57,47.2,0.045
0.63,48.9,0.049
0.68,50.5,0.053
0.73,51.9,0.057
0.78,53.4,0.06
0.83,54.8,0.064
0.88,56.1,0.068
0.93,57.3,0.072
0.99,58.4,0.077
