Test unit,R4
Reference,Mazzon (2010)
-13.07,-77.2,-1.016
-13.18,-77.4,-1.025
-13.29,-77.5,-1.034
-13.38,-77.6,-1.041
-13.47,-77.7,-1.047
-13.56,-77.8,-1.055
-13.65,-77.9,-1.061
-13.73,-78,-1.067
-13.8,-78.1,-1.073
-13.88,-78.2,-1.08
-13.95,-78.2,-1.085
-14.02,-78.3,-1.09
-14.07,-78.4,-1.094
-14.13,-78.4,-1.099
-14.18,-78.5,-1.103
-14.23,-78.5,-1.107
-14.28,-78.6,-1.11
-14.32,-78.6,-1.114
-14.36,-78.6,-1.117
-14.41,-78.7,-1.121
-14.45,-78.7,-1.124
-14.49,-78.7,-1.127
-14.51,-78.7,-1.128
-14.53,-78.7,-1.13
-14.56,-78.7,-1.132
-14.57,-78.6,-1.133
-14.58,-78.7,-1.134
-14.6,-78.6,-1.135
-14.61,-78.6,-1.136
-14.61,-78.4,-1.136
-14.61,-78.4,-1.136
-14.62,-78.4,-1.137
-14.61,-77.7,-1.136
-14.59,-76.7,-1.135
-14.59,-76.3,-1.135
-14.59,-75.8,-1.134
-14.55,-75.4,-1.132
-14.51,-75.4,-1.128
-14.48,-75.6,-1.126
-14.45,-75.7,-1.124
-14.42,-75.6,-1.121
-14.38,-75.2,-1.119
-14.34,-75,-1.115
-14.29,-74.7,-1.111
-14.24,-74.6,-1.107
-14.18,-74.4,-1.103
-14.13,-74.1,-1.098
-14.06,-73.9,-1.094
-13.99,-73.6,-1.088
-13.92,-73.4,-1.082
-13.86,-73.2,-1.077
-13.79,-72.7,-1.072
-13.71,-72.3,-1.066
-13.63,-72.1,-1.06
-13.55,-71.9,-1.054
-13.48,-71.6,-1.048
-13.39,-71.2,-1.041
-13.29,-70.7,-1.033
-13.19,-70.4,-1.025
-13.1,-70.1,-1.018
-12.99,-69.6,-1.01
-12.88,-69.2,-1.002
-12.77,-68.7,-0.993
-12.65,-68.2,-0.984
-12.54,-67.9,-0.975
-12.41,-67.5,-0.965
-12.29,-67,-0.955
-12.17,-66.4,-0.946
-12.05,-66,-0.937
-11.93,-65.5,-0.927
-11.8,-65,-0.918
-11.66,-64.3,-0.907
-11.51,-63.8,-0.895
-11.37,-63.3,-0.884
-11.23,-62.8,-0.874
-11.09,-62.1,-0.862
-10.93,-61.4,-0.85
-10.78,-60.9,-0.838
-10.63,-60.5,-0.827
-10.48,-59.8,-0.815
-10.31,-59,-0.802
-10.15,-58.4,-0.789
-9.97,-57.7,-0.775
-9.8,-56.9,-0.762
-9.64,-56.1,-0.749
-9.47,-55.3,-0.736
-9.3,-54.5,-0.723
-9.12,-53.7,-0.709
-8.94,-52.9,-0.695
-8.76,-51.9,-0.681
-8.59,-51,-0.668
-8.4,-50,-0.654
-8.22,-48.9,-0.639
-8.02,-47.9,-0.624
-7.83,-46.8,-0.609
-7.64,-45.7,-0.594
-7.45,-44.6,-0.579
-7.25,-43.5,-0.564
-7.04,-42.3,-0.548
-6.83,-40.9,-0.531
-6.63,-39.6,-0.516
-6.43,-38.3,-0.5
-6.24,-36.9,-0.485
-6.03,-35.3,-0.469
-5.81,-33.6,-0.452
-5.6,-32,-0.435
-5.39,-30.4,-0.419
-5.18,-28.7,-0.403
-4.98,-27,-0.387
-4.78,-25,-0.371
-4.56,-22.9,-0.355
-4.34,-20.7,-0.338
-4.12,-18.5,-0.32
-3.91,-16.5,-0.304
-3.71,-14.5,-0.289
-3.49,-12.3,-0.272
-3.28,-10,-0.255
-3.07,-7.7,-0.239
-2.85,-5.5,-0.222
-2.65,-3.5,-0.206
-2.46,-1.7,-0.191
-2.31,-0.7,-0.179
-2.21,-0.2,-0.172
-2.14,0.3,-0.167
-2.06,1.4,-0.16
-1.93,3.2,-0.15
-1.73,5.6,-0.135
-1.49,8.1,-0.116
-1.22,10.7,-0.095
-0.92,13.5,-0.071
-0.6,16.4,-0.046
-0.27,19.4,-0.021
0.06,22.4,0.005
0.38,25.4,0.029
0.7,28.6,0.055
1.01,31.2,0.079
1.25,32.9,0.097
1.44,34.6,0.112
1.63,36.4,0.127
1.85,38.6,0.144
2.09,41,0.163
2.33,43.3,0.181
2.56,45.4,0.199
2.78,47.3,0.216
2.98,49.1,0.232
3.19,51,0.248
3.42,52.9,0.266
3.65,54.8,0.284
3.88,56.5,0.302
4.1,58.2,0.319
4.31,59.7,0.335
4.51,61.1,0.351
4.72,62.5,0.367
4.93,63.9,0.384
5.16,65.3,0.401
5.38,66.6,0.418
5.59,67.7,0.435
5.79,68.6,0.45
5.98,69.6,0.465
6.19,70.5,0.481
6.39,71.4,0.497
6.6,72.2,0.513
6.8,72.9,0.529
7.01,73.6,0.545
7.22,74.1,0.561
7.42,74.6,0.577
7.62,75,0.592
7.8,75.4,0.607
7.99,75.7,0.621
8.17,76.1,0.636
8.37,76.5,0.651
8.56,76.9,0.665
8.75,77.2,0.68
8.94,77.4,0.695
9.12,77.7,0.709
9.3,78,0.723
9.48,78.2,0.737
9.66,78.4,0.751
9.82,78.6,0.764
9.99,78.8,0.777
10.16,79,0.79
10.33,79.2,0.803
10.49,79.4,0.816
10.65,79.5,0.828
10.81,79.7,0.84
10.96,79.8,0.853
11.11,80,0.864
11.26,80.1,0.875
11.4,80.2,0.887
11.55,80.4,0.898
11.69,80.5,0.909
11.82,80.6,0.919
11.96,80.7,0.93
12.1,80.8,0.941
12.23,80.9,0.951
12.35,81,0.961
12.48,81.1,0.97
12.6,81.2,0.98
12.73,81.3,0.99
12.84,81.3,0.998
12.93,81.4,1.006
13.04,81.4,1.014
13.15,81.5,1.023
13.25,81.5,1.03
13.35,81.6,1.038
13.44,81.6,1.045
13.54,81.7,1.053
13.63,81.6,1.06
13.7,81.5,1.066
13.78,81.5,1.071
13.86,81.6,1.077
13.94,81.7,1.084
14.01,81.5,1.089
14.07,81.4,1.094
14.15,81.5,1.1
14.22,81.5,1.105
14.26,81.2,1.109
14.3,81.1,1.112
14.35,81.4,1.116
14.41,81.3,1.12
14.45,81.1,1.124
14.48,80.9,1.126
14.51,81,1.129
14.55,81.1,1.132
14.59,81.1,1.134
14.61,81,1.136
14.64,80.9,1.138
14.65,80.7,1.139
14.66,80.7,1.14
14.67,80.6,1.141
14.69,80.5,1.142
14.7,80.4,1.143
14.69,80.5,1.143
14.69,80.5,1.143
14.69,80.3,1.142
14.69,79.2,1.142
14.69,78.2,1.142
14.68,77.6,1.142
14.66,76.9,1.14
14.56,76.6,1.132
14.52,77.6,1.129
14.51,78.3,1.129
14.51,78.2,1.128
14.46,77.5,1.124
14.41,77.3,1.12
14.36,77.3,1.117
14.32,77.2,1.114
14.27,76.9,1.11
14.21,76.7,1.105
14.15,76.6,1.1
14.07,76.2,1.094
14,76.1,1.089
13.93,76.1,1.083
13.87,76,1.078
13.78,75.6,1.072
13.7,75.3,1.065
13.61,75.2,1.058
13.53,75.1,1.052
13.44,74.9,1.045
13.34,74.6,1.038
13.24,74.3,1.03
13.14,74.2,1.022
13.04,74,1.014
12.95,73.8,1.007
12.84,73.5,0.998
12.72,73.2,0.989
12.59,72.9,0.979
12.46,72.6,0.969
12.34,72.5,0.959
12.22,72.4,0.95
12.1,72.1,0.941
11.96,71.6,0.93
11.82,71.2,0.919
11.67,71,0.908
11.54,70.9,0.897
11.4,70.6,0.886
11.25,70.2,0.875
11.09,69.8,0.863
10.94,69.5,0.851
10.79,69.3,0.839
10.64,68.8,0.828
10.49,68.4,0.815
10.31,68,0.802
10.14,67.5,0.789
9.98,67.2,0.776
9.81,66.7,0.763
9.64,66.2,0.75
9.46,65.5,0.736
9.28,64.9,0.722
9.11,64.3,0.708
8.93,63.7,0.694
8.74,62.9,0.68
8.55,62.1,0.665
8.37,61.4,0.651
8.19,60.6,0.637
8,59.6,0.622
7.82,58.4,0.608
7.63,57.3,0.593
7.43,56.2,0.578
7.23,54.9,0.562
7.03,53.4,0.547
6.82,51.8,0.531
6.62,50.2,0.515
6.43,48.6,0.5
6.23,46.8,0.484
6.02,44.9,0.468
5.82,42.9,0.452
5.61,40.8,0.436
5.4,38.7,0.42
5.2,36.4,0.404
4.99,34.1,0.388
4.77,31.6,0.371
4.57,29.2,0.355
4.37,26.7,0.34
4.15,24.3,0.323
3.93,21.9,0.306
3.72,19.6,0.289
3.5,17.2,0.272
3.27,14.7,0.254
3.04,12.5,0.237
2.82,10.5,0.22
2.61,8.3,0.203
2.38,6.2,0.185
2.16,4.2,0.168
1.94,2.4,0.151
1.74,1.1,0.135
1.58,0.2,0.123
1.48,-0.4,0.115
1.41,-0.7,0.11
1.33,-1.7,0.104
1.18,-3.4,0.092
0.98,-5.2,0.076
0.77,-6.6,0.06
0.54,-8.7,0.042
0.27,-10.8,0.021
-0.01,-12.9,-0.001
-0.31,-15.2,-0.024
-0.62,-17.5,-0.049
-0.94,-20,-0.073
-1.26,-22.5,-0.098
-1.59,-25.2,-0.123
-1.92,-27.8,-0.149
-2.21,-29.8,-0.172
-2.42,-30.9,-0.188
-2.59,-32.2,-0.201
-2.77,-34,-0.215
-2.98,-36.2,-0.231
-3.22,-38.2,-0.251
-3.46,-39.9,-0.269
-3.68,-41.2,-0.286
-3.88,-42.6,-0.302
-4.09,-44.2,-0.318
-4.32,-45.9,-0.336
-4.55,-47.4,-0.354
-4.77,-48.6,-0.371
-4.97,-49.7,-0.387
-5.18,-50.9,-0.403
-5.39,-52.3,-0.419
-5.61,-53.5,-0.436
-5.82,-54.7,-0.453
-6.04,-55.8,-0.47
-6.25,-56.9,-0.486
-6.44,-57.8,-0.501
-6.63,-58.7,-0.515
-6.84,-59.8,-0.532
-7.05,-60.9,-0.548
-7.26,-61.8,-0.565
-7.45,-62.4,-0.58
-7.64,-63.1,-0.594
-7.82,-64,-0.608
-8.01,-64.8,-0.623
-8.21,-65.6,-0.638
-8.4,-66.2,-0.653
-8.59,-66.8,-0.668
-8.77,-67.2,-0.682
-8.94,-67.7,-0.695
-9.12,-68.3,-0.709
-9.31,-69,-0.724
-9.5,-69.5,-0.738
-9.65,-69.7,-0.75
-9.81,-70.1,-0.763
-9.98,-70.5,-0.776
-10.16,-71,-0.79
-10.32,-71.5,-0.803
-10.48,-71.8,-0.815
-10.64,-72.1,-0.827
-10.78,-72.3,-0.839
-10.93,-72.7,-0.85
-11.08,-73,-0.862
-11.23,-73.4,-0.873
-11.37,-73.8,-0.884
-11.52,-74,-0.896
-11.66,-74.1,-0.906
-11.78,-74.3,-0.916
-11.91,-74.7,-0.926
-12.04,-75.1,-0.936
-12.17,-75.3,-0.946
-12.3,-75.4,-0.957
-12.42,-75.5,-0.965
-12.52,-75.7,-0.974
-12.65,-76.1,-0.984
-12.77,-76.3,-0.993
-12.89,-76.3,-1.002
-12.98,-76.5,-1.01
-13.08,-76.7,-1.017
-13.18,-76.8,-1.025
-13.27,-76.9,-1.032
-13.36,-77.1,-1.039
-13.45,-77.2,-1.046
-13.55,-77.3,-1.053
-13.63,-77.4,-1.06
-13.7,-77.5,-1.065
-13.76,-77.6,-1.07
-13.84,-77.7,-1.076
-13.92,-77.8,-1.083
-13.99,-77.9,-1.088
-14.06,-77.9,-1.093
-14.12,-78,-1.098
-14.18,-78,-1.103
-14.23,-78.1,-1.106
-14.28,-78.1,-1.11
-14.33,-78.2,-1.114
-14.38,-78.2,-1.118
-14.41,-78.2,-1.121
-14.44,-78.2,-1.122
-14.47,-78.2,-1.125
-14.51,-78.3,-1.129
-14.54,-78.2,-1.131
-14.54,-78.1,-1.13
-14.54,-78.2,-1.13
-14.57,-78.2,-1.133
-14.6,-78.2,-1.135
-14.61,-78,-1.136
-14.61,-77.7,-1.136
-14.61,-77.5,-1.136
-14.61,-77.5,-1.136
-14.61,-77.2,-1.136
-14.61,-76.7,-1.136
-14.61,-76.1,-1.136
-14.59,-75.6,-1.135
-14.58,-75,-1.134
-14.53,-74.5,-1.13
-14.47,-74.7,-1.125
-14.45,-75.1,-1.123
-14.42,-75,-1.122
-14.37,-74.6,-1.118
-14.33,-74.3,-1.114
-14.29,-74.1,-1.111
-14.24,-73.9,-1.108
-14.19,-73.7,-1.104
-14.14,-73.4,-1.099
-14.08,-73.3,-1.095
-14.02,-73,-1.09
-13.95,-72.6,-1.085
-13.88,-72.3,-1.079
-13.81,-72,-1.074
-13.73,-71.8,-1.068
-13.66,-71.5,-1.062
-13.58,-71.1,-1.056
-13.49,-70.6,-1.049
-13.4,-70.3,-1.042
-13.3,-70.1,-1.034
-13.19,-69.6,-1.026
-13.1,-69.2,-1.019
-13.01,-68.9,-1.012
-12.91,-68.5,-1.004
-12.81,-68,-0.996
-12.69,-67.3,-0.987
-12.57,-66.9,-0.977
-12.45,-66.6,-0.968
-12.33,-66.2,-0.959
-12.22,-65.7,-0.95
-12.09,-65.1,-0.94
-11.96,-64.6,-0.93
-11.83,-64.2,-0.92
-11.69,-63.6,-0.909
-11.55,-63,-0.898
-11.4,-62.5,-0.887
-11.25,-62,-0.875
-11.11,-61.5,-0.864
-10.98,-60.9,-0.854
-10.83,-60.2,-0.842
-10.67,-59.5,-0.83
-10.51,-59,-0.817
-10.36,-58.4,-0.806
-10.2,-57.7,-0.793
-10.03,-56.9,-0.78
-9.86,-56.1,-0.767
-9.69,-55.5,-0.754
-9.52,-54.8,-0.74
-9.35,-53.9,-0.727
-9.17,-53,-0.713
-8.99,-52.1,-0.699
-8.81,-51.2,-0.685
-8.62,-50.3,-0.67
-8.43,-49.3,-0.655
-8.25,-48.4,-0.642
-8.08,-47.4,-0.628
-7.89,-46.4,-0.614
-7.7,-45.2,-0.598
-7.49,-44,-0.583
-7.29,-42.9,-0.567
-7.1,-41.9,-0.552
-6.91,-40.6,-0.537
-6.69,-39.2,-0.521
-6.48,-37.8,-0.504
-6.27,-36.5,-0.488
-6.07,-35.1,-0.472
-5.87,-33.6,-0.456
-5.66,-31.9,-0.44
-5.44,-30.3,-0.423
-5.22,-28.6,-0.406
-5.01,-26.7,-0.39
-4.81,-24.8,-0.374
-4.6,-22.8,-0.358
-4.39,-20.8,-0.341
-4.18,-18.8,-0.325
-3.97,-16.8,-0.308
-3.76,-14.8,-0.293
-3.55,-12.7,-0.276
-3.34,-10.6,-0.26
-3.12,-8.5,-0.243
-2.9,-6.3,-0.226
-2.69,-4.3,-0.209
-2.48,-2.5,-0.193
-2.31,-1.1,-0.179
-2.18,-0.5,-0.17
-2.09,-0,-0.163
-2.01,0.7,-0.156
-1.91,2.1,-0.148
-1.75,4.3,-0.136
-1.53,6.5,-0.119
-1.27,9,-0.099
-0.98,11.6,-0.077
-0.67,14.4,-0.052
-0.34,17.1,-0.027
-0.02,19.9,-0.002
0.31,22.8,0.024
0.64,25.8,0.05
0.98,28.9,0.076
1.32,32,0.103
1.66,34.9,0.129
1.94,36.9,0.151
2.17,38.8,0.169
2.41,41,0.187
2.65,43.6,0.206
2.92,46.4,0.227
3.2,48.8,0.249
3.46,51,0.269
3.7,53,0.288
3.96,55.1,0.308
4.21,57.2,0.328
4.47,59.1,0.347
4.73,61,0.368
4.98,62.8,0.388
5.24,64.4,0.407
5.49,65.8,0.427
5.73,67.2,0.446
5.98,68.5,0.465
6.22,69.8,0.484
6.48,71,0.504
6.73,72,0.523
6.97,72.9,0.542
7.2,73.7,0.56
7.44,74.5,0.579
7.69,75.1,0.598
7.92,75.6,0.616
8.15,76.1,0.634
8.39,76.6,0.652
8.62,77.1,0.671
8.86,77.5,0.689
9.09,77.8,0.707
9.31,78.2,0.724
9.55,78.6,0.742
9.77,78.7,0.759
9.98,78.9,0.776
10.19,79.1,0.793
10.42,79.5,0.81
10.64,79.8,0.827
10.85,79.9,0.844
11.05,79.9,0.86
11.25,80,0.874
11.44,80.2,0.89
11.65,80.5,0.906
11.85,80.6,0.922
12.05,80.7,0.937
12.24,80.8,0.952
12.42,80.8,0.966
12.61,80.9,0.98
12.79,81,0.994
12.97,81.1,1.008
13.15,81.3,1.022
13.32,81.3,1.036
13.49,81.4,1.049
13.66,81.6,1.062
13.82,81.6,1.074
13.97,81.7,1.087
14.12,81.8,1.098
14.27,81.9,1.11
14.41,81.9,1.121
14.56,82,1.133
14.71,82,1.144
14.84,82.1,1.154
14.98,82.2,1.165
15.11,82.2,1.175
15.23,82.3,1.184
15.35,82.3,1.193
15.47,82.4,1.203
15.6,82.4,1.213
15.71,82.4,1.222
15.82,82.4,1.23
15.91,82.5,1.237
16.01,82.5,1.245
16.11,82.6,1.253
16.2,82.5,1.26
16.29,82.5,1.266
16.37,82.4,1.273
16.45,82.5,1.279
16.53,82.5,1.285
16.6,82.3,1.291
16.66,82.2,1.296
16.73,82.2,1.301
16.79,82.2,1.305
16.84,82.1,1.31
16.89,82.1,1.314
16.94,82,1.317
16.99,81.9,1.321
17.03,81.9,1.324
17.06,81.9,1.327
17.09,81.8,1.329
17.11,81.7,1.331
17.13,81.7,1.332
17.15,81.5,1.334
17.16,81.3,1.334
17.17,81.4,1.335
17.18,81.5,1.336
17.19,81.3,1.337
17.19,81.1,1.337
17.19,80.1,1.337
17.19,79.1,1.337
17.19,78.7,1.336
17.18,78.1,1.336
17.1,77.7,1.33
17.05,78.4,1.326
17.04,79.2,1.325
17.03,79.2,1.324
16.97,78.3,1.32
16.9,77.9,1.314
16.85,78,1.31
16.81,78.1,1.307
16.76,77.9,1.303
16.7,77.6,1.298
16.63,77.3,1.293
16.55,77.1,1.287
16.48,76.9,1.281
16.4,76.8,1.275
16.32,76.6,1.269
16.24,76.4,1.263
16.15,76.1,1.256
16.06,75.7,1.248
15.96,75.6,1.241
15.85,75.6,1.233
15.75,75.4,1.225
15.64,75,1.216
15.52,74.8,1.207
15.4,74.6,1.198
15.28,74.3,1.188
15.15,74,1.178
15.02,73.8,1.168
14.89,73.7,1.158
14.77,73.5,1.148
14.63,73.1,1.137
14.48,72.8,1.126
14.33,72.6,1.114
14.18,72.4,1.102
14.03,72.1,1.091
13.88,71.9,1.08
13.72,71.7,1.067
13.55,71.4,1.054
13.38,71,1.041
13.21,70.7,1.027
13.03,70.3,1.013
12.85,70,0.999
12.67,69.7,0.985
12.49,69.4,0.971
12.3,69,0.957
12.12,68.7,0.943
11.93,68.1,0.928
11.72,67.5,0.912
11.52,67.2,0.896
11.33,66.9,0.881
11.13,66.5,0.866
10.94,65.8,0.85
10.72,65.1,0.834
10.5,64.5,0.817
10.28,63.9,0.8
10.07,63.3,0.783
9.85,62.6,0.766
9.63,61.8,0.749
9.41,60.9,0.731
9.18,60,0.714
8.96,59,0.696
8.73,58.1,0.679
8.51,57,0.662
8.28,55.6,0.644
8.04,54.2,0.626
7.81,52.9,0.608
7.58,51.4,0.59
7.35,49.6,0.571
7.11,47.7,0.553
6.88,45.9,0.535
6.63,44,0.516
6.39,41.8,0.497
6.13,39.4,0.477
5.88,37,0.457
5.63,34.6,0.438
5.39,32.1,0.419
5.15,29.6,0.4
4.9,27,0.381
4.65,24.3,0.362
4.4,21.6,0.342
4.14,19,0.322
3.88,16.5,0.302
3.63,14,0.282
3.37,11.7,0.262
3.13,9.4,0.243
2.86,6.9,0.223
2.59,4.7,0.201
2.33,2.7,0.181
2.08,1.2,0.162
1.9,0.3,0.148
1.77,-0.4,0.138
1.7,-0.7,0.132
1.6,-1.7,0.125
1.44,-3.4,0.112
1.23,-5.1,0.096
1.02,-6.6,0.08
0.8,-8.5,0.062
0.53,-10.5,0.042
0.25,-12.7,0.02
-0.05,-14.9,-0.004
-0.36,-17.2,-0.028
-0.67,-19.5,-0.052
-1,-22,-0.077
-1.33,-24.6,-0.103
-1.66,-27.3,-0.129
-2,-30,-0.155
-2.34,-32.9,-0.182
-2.67,-35.7,-0.207
-3,-38.6,-0.234
-3.35,-41.4,-0.261
-3.71,-44,-0.288
-4.03,-45.8,-0.313
-4.27,-46.7,-0.332
-4.47,-47.8,-0.348
-4.69,-49.4,-0.365
-4.96,-51.4,-0.386
-5.26,-53.2,-0.409
-5.52,-54.4,-0.429
-5.75,-55.4,-0.447
-5.99,-56.6,-0.466
-6.25,-57.9,-0.486
-6.5,-59.2,-0.506
-6.76,-60.4,-0.525
-7.01,-61.4,-0.545
-7.25,-62.4,-0.564
-7.48,-63.3,-0.582
-7.72,-64.2,-0.6
-7.95,-65,-0.618
-8.18,-65.9,-0.636
-8.41,-66.6,-0.654
-8.65,-67.3,-0.672
-8.87,-67.9,-0.69
-9.1,-68.5,-0.708
-9.32,-69.1,-0.725
-9.52,-69.7,-0.741
-9.75,-70.2,-0.758
-9.98,-70.8,-0.776
-10.2,-71.2,-0.793
-10.41,-71.6,-0.809
-10.61,-72.1,-0.825
-10.82,-72.5,-0.841
-11.02,-72.9,-0.857
-11.21,-73.3,-0.872
-11.41,-73.8,-0.888
-11.62,-74.2,-0.903
-11.81,-74.5,-0.919
-12,-74.7,-0.933
-12.18,-75,-0.947
-12.36,-75.4,-0.961
-12.54,-75.7,-0.975
-12.71,-76.1,-0.988
-12.88,-76.3,-1.002
-13.06,-76.5,-1.016
-13.24,-76.7,-1.029
-13.4,-76.9,-1.042
-13.57,-77.2,-1.055
-13.73,-77.4,-1.068
-13.88,-77.5,-1.08
-14.03,-77.7,-1.091
-14.18,-77.8,-1.103
-14.33,-78,-1.114
-14.48,-78.2,-1.126
-14.62,-78.3,-1.137
-14.75,-78.3,-1.147
-14.88,-78.5,-1.157
-15.01,-78.6,-1.167
-15.13,-78.8,-1.176
-15.21,-78.8,-1.183
-15.33,-78.9,-1.192
-15.45,-78.9,-1.201
-15.56,-79.1,-1.21
-15.67,-79.1,-1.219
-15.78,-79.2,-1.227
-15.87,-79.2,-1.234
-15.96,-79.4,-1.241
-16.06,-79.4,-1.249
-16.15,-79.5,-1.256
-16.23,-79.5,-1.262
-16.3,-79.6,-1.267
-16.37,-79.6,-1.273
-16.45,-79.6,-1.279
-16.52,-79.7,-1.285
-16.58,-79.7,-1.29
-16.62,-79.7,-1.293
-16.67,-79.7,-1.296
-16.72,-79.7,-1.3
-16.78,-79.7,-1.305
-16.83,-79.8,-1.308
-16.87,-79.8,-1.312
-16.92,-79.8,-1.315
-16.94,-79.7,-1.317
-16.96,-79.7,-1.319
-16.98,-79.7,-1.321
-17,-79.6,-1.322
-17.01,-79.6,-1.323
-17.02,-79.6,-1.324
-17.03,-79.6,-1.325
-17.04,-79.4,-1.325
-17.04,-79.1,-1.325
-17.03,-78.4,-1.324
-17.02,-77.8,-1.323
-17.02,-77.3,-1.323
-17.02,-76.8,-1.323
-16.99,-76.3,-1.321
-16.93,-76.3,-1.317
-16.9,-76.7,-1.314
-16.87,-76.7,-1.312
-16.83,-76.3,-1.309
-16.78,-76.1,-1.305
-16.74,-76,-1.302
-16.69,-75.7,-1.298
-16.63,-75.5,-1.293
-16.57,-75.2,-1.288
-16.51,-75.1,-1.283
-16.44,-74.8,-1.278
-16.37,-74.5,-1.273
-16.27,-74.2,-1.265
-16.19,-74,-1.259
-16.11,-73.7,-1.253
-16.04,-73.4,-1.247
-15.94,-73,-1.24
-15.85,-72.7,-1.232
-15.75,-72.4,-1.225
-15.64,-72,-1.216
-15.53,-71.7,-1.208
-15.42,-71.3,-1.199
-15.31,-70.9,-1.19
-15.18,-70.4,-1.181
-15.06,-69.9,-1.171
-14.93,-69.6,-1.161
-14.81,-69.2,-1.151
-14.68,-68.6,-1.141
-14.53,-68.1,-1.13
-14.37,-67.7,-1.118
-14.24,-67.3,-1.107
-14.1,-66.7,-1.096
-13.95,-66.2,-1.085
-13.8,-65.6,-1.073
-13.64,-65.1,-1.061
-13.48,-64.6,-1.048
-13.32,-64.1,-1.036
-13.14,-63.4,-1.022
-12.97,-62.9,-1.008
-12.8,-62.5,-0.995
-12.63,-61.8,-0.982
-12.45,-61,-0.968
-12.26,-60.4,-0.953
-12.08,-59.9,-0.939
-11.9,-59.3,-0.925
-11.69,-58.6,-0.909
-11.49,-57.8,-0.893
-11.3,-57.2,-0.879
-11.11,-56.7,-0.864
-10.92,-56,-0.849
-10.72,-55.1,-0.833
-10.5,-54.3,-0.817
-10.29,-53.6,-0.8
-10.09,-53,-0.785
-9.88,-52.1,-0.768
-9.66,-51,-0.751
-9.42,-49.9,-0.733
-9.2,-49,-0.715
-8.98,-48.2,-0.698
-8.76,-47,-0.681
-8.53,-45.9,-0.663
-8.29,-44.7,-0.645
-8.05,-43.5,-0.626
-7.81,-42.2,-0.608
-7.58,-40.9,-0.59
-7.34,-39.5,-0.571
-7.1,-38.2,-0.552
-6.86,-36.7,-0.534
-6.61,-35.1,-0.514
-6.36,-33.5,-0.494
-6.11,-31.8,-0.475
-5.87,-30.1,-0.456
-5.62,-28.1,-0.437
-5.37,-26.2,-0.418
-5.12,-24.1,-0.398
-4.88,-22,-0.379
-4.63,-19.8,-0.36
-4.37,-17.5,-0.34
-4.11,-15.2,-0.319
-3.84,-12.9,-0.299
-3.6,-10.7,-0.28
-3.35,-8.4,-0.261
-3.1,-6.1,-0.241
-2.86,-3.8,-0.222
-2.62,-1.9,-0.204
-2.44,-0.7,-0.19
-2.32,-0.2,-0.181
-2.24,0.3,-0.174
-2.14,1.3,-0.166
-2,3.1,-0.155
-1.79,5.3,-0.139
-1.55,7.6,-0.121
-1.28,10,-0.1
-0.98,12.7,-0.076
-0.66,15.4,-0.052
-0.33,18,-0.026
-0.01,20.8,-0.001
0.31,23.6,0.024
0.64,26.5,0.05
0.98,29.4,0.076
1.33,32.4,0.104
1.69,35.5,0.131
2.04,38.7,0.159
2.4,41.7,0.186
2.72,43.9,0.212
2.98,45.4,0.231
3.2,47.1,0.249
3.44,49.1,0.267
3.7,51.5,0.288
3.98,53.7,0.31
4.26,55.7,0.331
4.53,57.4,0.352
4.78,59,0.372
5.02,60.5,0.391
5.27,62.2,0.41
5.53,63.8,0.43
5.78,65.3,0.449
6.03,66.5,0.469
6.27,67.7,0.487
6.51,68.9,0.506
6.75,70,0.525
7,71,0.544
7.25,71.9,0.563
7.49,72.7,0.582
7.73,73.5,0.601
7.97,74.1,0.619
8.2,74.7,0.638
8.43,75.2,0.656
8.68,75.7,0.675
8.91,76.2,0.693
9.14,76.7,0.71
9.36,77,0.728
9.58,77.2,0.745
9.79,77.5,0.762
10.01,77.9,0.778
10.23,78.3,0.796
10.46,78.6,0.813
10.67,78.6,0.83
10.87,78.7,0.845
11.08,78.9,0.861
11.28,79.2,0.877
11.48,79.4,0.893
11.69,79.6,0.909
11.88,79.6,0.924
12.08,79.8,0.94
12.28,79.9,0.955
12.46,80,0.969
12.64,80.1,0.983
12.81,80.2,0.996
12.99,80.4,1.01
13.18,80.5,1.025
13.35,80.6,1.038
13.52,80.7,1.051
13.68,80.8,1.063
13.84,80.9,1.076
14,81,1.089
14.16,81.1,1.101
14.31,81.2,1.113
14.46,81.2,1.124
14.6,81.3,1.135
14.74,81.4,1.146
14.89,81.5,1.158
15.02,81.5,1.168
15.14,81.6,1.178
15.27,81.7,1.187
15.39,81.7,1.197
15.5,81.8,1.205
15.62,81.8,1.215
15.73,81.8,1.223
15.85,81.9,1.232
15.95,81.9,1.24
16.04,82,1.247
16.13,82,1.255
16.23,82.1,1.262
16.33,82.1,1.27
16.42,81.9,1.276
16.49,81.8,1.282
16.57,81.9,1.288
16.65,82,1.295
16.72,82,1.3
16.78,81.8,1.305
16.83,81.5,1.309
16.87,81.5,1.312
16.93,81.7,1.316
16.99,81.8,1.321
17.03,81.6,1.325
17.07,81.3,1.327
17.1,81.3,1.33
17.13,81.4,1.332
17.17,81.4,1.335
17.19,81.2,1.337
17.2,80.9,1.338
17.21,80.9,1.338
17.23,81.1,1.34
17.26,81.1,1.342
17.26,80.7,1.342
17.26,79.8,1.342
17.25,79,1.342
17.25,78.7,1.341
17.25,78.3,1.341
17.22,77.7,1.339
17.15,77.7,1.333
17.11,78.4,1.331
17.11,78.9,1.33
17.09,78.5,1.329
